,Tribunal,government,Décheterie,public,Departement,Mairie,beauty,arts_centre,cinema,music_school,community_centre,library,museum,theatre,alcohol,bakery,bank,butcher,car,cheese,chocolate,deli,florist,greengrocer,hairdresser,laundry,marketplace,optician,pastry,pharmacy,seafood,supermarket,tobacco,College,Crèche,Lycée,Maternelle,Primaire,University,bar,cafe,casino,commercial,fast_food,food_court,nightclub,pub,restaurant,zoo,dentist,doctors,hospital,laboratory,attraction,hotel,office,park,playground,Pompier,police,post_office,platform,station,church,mosque,cathedral,antiques,books,clothes,convenience,cosmetics,electronics,fashion_accessories,furniture,garden_centre,interior_decoration,jewelry,mall,music,musical_instrument,perfumery,retail,shoes,tea,travel_agency,vacant,vacuum_cleaner,watches,wine,bicycle_parking,bicycle_rental,fitness_centre,sports,sports_centre,sports_hall,swimming_pool,Prix m2,lat,lon
4340,1,0,0,1,0,0,0,3,2,2,4,1,4,2,0,11,0,5,0,1,0,0,1,0,11,1,0,2,2,5,0,5,1,1,4,3,3,4,15,25,20,0,0,33,1,3,2,35,0,10,9,1,4,7,2,0,10,17,1,1,2,51,3,1,1,0,0,1,0,2,0,1,0,1,0,0,1,0,0,1,0,2,1,0,1,1,0,0,0,237,19,1,0,5,0,0,3375.17,50.620844,3.069358
4341,0,1,0,1,0,0,0,5,0,0,3,4,1,2,0,13,0,3,1,0,0,0,1,0,11,3,1,0,0,10,0,4,0,2,4,2,3,5,0,6,13,0,0,17,0,1,2,20,0,0,6,0,1,0,3,1,3,6,1,1,1,32,4,4,1,0,1,0,3,2,0,0,0,0,0,1,1,0,0,0,1,4,0,0,0,0,0,0,0,141,13,0,0,1,0,2,2015.44,50.626613,3.089496
4342,1,1,0,1,1,4,16,4,4,3,3,2,4,6,4,22,0,7,0,1,1,6,5,1,59,1,0,11,4,15,0,21,1,2,7,3,2,5,23,84,47,0,0,95,3,6,8,158,0,19,14,1,6,44,19,2,6,14,2,2,5,48,5,4,1,0,1,15,55,2,3,1,0,1,1,2,7,0,5,2,2,7,15,1,9,2,0,1,1,365,30,10,5,5,0,0,2996.98,50.627256,3.066757
4343,0,1,0,1,0,0,17,1,2,2,4,4,2,7,12,27,0,13,0,4,6,16,9,3,62,1,2,19,6,17,4,21,2,3,3,3,3,6,33,155,69,0,1,130,1,5,9,203,1,30,9,1,5,73,13,3,5,9,1,1,7,46,4,6,0,0,2,15,76,1,7,0,1,0,1,10,11,0,6,4,3,6,24,3,10,0,0,1,1,365,37,12,9,4,0,0,4231.6,50.631414,3.052492
4344,0,0,0,0,0,0,0,2,0,0,3,0,1,1,0,7,0,2,1,0,0,0,1,0,8,3,0,0,0,5,0,2,0,2,1,2,3,2,0,1,10,0,0,11,0,0,0,7,0,0,5,0,1,0,1,0,3,7,0,0,2,30,2,3,1,0,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,78,7,2,0,1,0,1,2273.48,50.622934,3.094725
4345,0,0,0,0,0,0,1,1,1,0,2,1,0,0,0,2,1,1,0,0,1,0,1,0,7,0,0,3,0,3,0,2,0,4,1,4,1,1,1,4,2,0,0,6,0,0,0,17,0,1,4,0,1,0,2,0,2,10,1,0,1,20,2,1,1,0,0,0,8,0,3,0,0,0,0,0,4,1,0,0,0,4,0,0,2,0,1,0,0,20,0,0,0,4,0,2,4177.54,50.647552,2.989061
4346,0,0,1,0,0,0,2,2,0,0,2,1,0,0,0,6,0,2,2,0,0,0,3,1,5,2,0,1,0,6,0,5,0,4,3,0,2,5,7,3,9,0,0,8,0,0,1,19,0,3,1,2,0,2,1,2,3,24,0,0,4,34,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,104,9,2,0,4,0,1,3949.05,50.622823,3.032389
4347,1,2,0,0,0,0,17,1,3,1,2,2,3,3,9,22,0,3,0,3,11,18,9,0,44,0,1,24,5,14,2,18,0,1,1,4,2,4,22,141,65,0,1,100,1,7,11,227,1,30,2,0,3,187,18,8,9,9,0,0,5,37,2,4,0,1,3,13,190,1,10,0,3,0,0,19,34,1,4,7,8,10,42,4,12,0,0,5,3,256,30,5,7,3,0,2,5169.12,50.639129,3.053916
4348,1,0,0,2,0,0,9,2,1,4,5,2,4,5,7,20,0,15,1,4,1,8,5,3,38,1,2,7,7,16,3,17,4,1,3,3,2,4,7,87,44,0,0,74,1,5,8,120,0,13,9,3,6,12,3,3,6,13,2,1,5,51,6,3,1,0,1,7,20,2,1,1,0,1,1,1,5,0,4,2,0,7,3,2,6,1,0,1,0,318,25,9,3,9,0,0,3410.19,50.623412,3.056832
4349,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,5,0,3,1,0,0,0,0,1,4,0,0,1,0,4,0,1,1,1,2,3,4,4,3,6,9,0,0,22,0,0,1,10,0,4,1,1,0,1,1,0,8,11,0,0,0,28,4,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,98,7,1,0,3,0,0,2481.56,50.612606,3.069271
4350,0,0,1,1,0,0,5,1,0,2,4,2,2,1,4,17,0,13,3,3,1,5,4,4,15,2,2,8,4,13,3,10,3,3,2,2,2,5,9,35,27,0,0,47,0,0,2,55,0,8,3,4,2,5,2,3,6,27,1,2,8,40,5,4,1,0,0,2,13,0,2,0,0,0,1,1,3,1,2,2,0,10,2,1,5,0,0,1,0,201,18,7,2,7,0,1,4879.0,50.621655,3.04372
4351,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,1,0,3,1,1,1,0,0,1,0,0,0,6,0,0,2,2,2,0,0,0,6,5,0,0,1,13,1,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58,4,0,0,0,0,1,3025.75,50.649373,3.090462
4352,0,0,1,0,0,0,2,1,0,0,2,2,0,0,0,10,0,3,2,0,0,0,1,2,5,0,0,2,1,6,1,5,3,0,3,3,6,5,3,6,10,0,0,22,0,0,1,15,0,3,0,6,2,0,1,5,5,27,0,1,2,43,5,2,2,0,0,2,5,0,1,0,0,0,0,1,2,1,0,0,0,4,1,0,3,0,0,0,0,131,9,2,1,6,0,0,1552.94,50.6151,3.047616
4353,0,0,0,1,0,0,9,1,0,2,4,3,2,5,5,19,0,10,1,3,1,6,6,3,23,1,2,9,4,11,3,15,2,5,0,3,1,4,24,86,32,0,1,61,0,4,7,89,1,20,4,1,5,8,3,4,6,14,1,1,4,40,3,5,0,0,1,5,17,0,1,0,0,0,0,1,3,0,3,4,0,8,3,2,4,0,0,1,0,231,27,6,5,2,0,1,5560.74,50.631076,3.043867
4354,0,1,0,1,0,0,0,5,0,0,2,4,1,2,0,9,0,6,1,0,0,0,1,0,14,1,2,0,0,10,0,5,0,3,2,3,1,4,1,10,12,0,0,14,0,0,3,23,0,0,1,0,1,0,2,4,6,6,1,1,1,25,4,4,2,0,1,0,4,1,0,0,0,0,0,1,1,0,0,1,1,6,0,0,0,0,0,0,0,175,10,1,0,0,0,2,2662.35,50.634859,3.091696
4355,1,0,0,1,0,0,0,3,2,2,4,0,3,2,0,8,0,5,0,1,0,0,0,0,8,1,0,0,2,6,0,4,1,1,2,3,2,5,6,20,16,0,0,31,1,3,2,27,0,7,3,1,2,1,2,0,9,15,1,0,2,44,5,0,2,0,0,2,0,2,0,1,0,1,0,0,1,0,0,1,0,2,2,0,0,1,0,0,0,187,15,2,0,5,0,0,3329.91,50.61889,3.07189
4356,1,1,0,2,0,1,18,1,3,4,5,4,3,6,8,26,0,12,1,4,2,10,7,3,62,1,2,14,6,18,3,23,3,3,3,3,1,4,34,132,61,0,1,121,2,7,9,187,0,30,13,1,8,39,12,3,3,9,2,1,6,60,4,6,0,0,1,16,56,2,4,0,0,1,1,3,9,0,6,5,1,7,18,2,10,1,0,1,0,398,38,13,9,9,0,0,5084.41,50.628275,3.056393
4357,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,7,0,3,0,0,0,0,1,1,2,0,0,2,0,4,1,3,0,1,2,3,5,5,3,2,5,0,0,13,0,0,1,3,0,3,0,12,2,0,1,6,5,20,0,1,2,41,3,1,0,0,0,0,3,0,1,0,0,0,0,1,2,1,0,0,0,3,1,0,2,0,0,0,0,87,5,1,1,3,1,0,2229.6,50.610977,3.044998
4358,0,0,1,0,0,0,2,1,0,0,3,1,0,0,0,5,0,2,2,0,0,0,3,1,5,2,0,1,0,6,0,5,0,4,2,1,2,5,8,4,11,0,0,8,0,0,1,20,0,4,1,3,0,2,1,2,3,26,0,0,3,30,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,114,11,2,0,5,0,1,3450.13,50.622693,3.033985
4359,0,0,0,1,0,0,8,1,0,2,4,3,2,3,4,21,0,13,3,3,1,5,5,4,23,2,2,8,5,16,3,11,4,4,2,3,2,4,21,50,35,0,0,57,0,0,3,71,0,12,3,3,2,5,3,4,4,23,1,1,7,45,6,4,1,0,1,5,18,0,2,0,0,0,1,1,3,1,3,3,0,10,1,1,4,0,0,1,0,232,21,6,3,6,0,1,6225.08,50.624691,3.044121
4360,0,0,0,0,0,0,2,1,0,0,3,1,1,1,2,5,0,3,0,0,0,0,0,0,9,0,0,2,0,5,1,3,0,2,2,0,0,1,6,5,8,0,0,13,0,0,0,28,0,2,4,1,1,0,0,4,10,5,0,0,1,26,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,132,8,1,0,2,0,1,3171.0,50.633274,3.027764
4361,0,2,0,0,0,0,21,1,2,2,1,1,1,7,9,24,0,3,0,3,11,18,11,0,55,0,1,26,5,16,2,16,2,1,1,4,2,4,29,140,76,0,1,113,1,7,10,234,1,25,2,0,4,175,16,6,8,10,0,1,5,41,2,4,0,1,4,13,198,1,10,0,3,0,0,19,37,0,5,7,8,10,43,4,15,0,0,5,2,275,32,8,9,3,0,2,4322.53,50.637186,3.0527
4362,0,0,0,1,0,0,7,1,0,2,3,3,2,3,4,19,0,13,3,3,1,5,5,4,20,2,2,6,5,15,3,10,4,4,2,3,2,4,19,43,32,0,0,52,0,0,3,64,0,12,3,3,2,5,3,4,5,27,1,1,7,44,6,5,1,0,1,5,13,0,1,0,0,0,1,1,3,0,3,3,0,10,1,1,3,0,0,1,0,225,22,6,3,7,0,1,5945.39,50.625227,3.042433
4363,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,1,0,3,1,1,1,0,0,1,0,0,0,6,0,0,2,2,2,0,0,0,5,5,0,0,1,12,1,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,61,4,0,0,0,0,1,4270.06,50.648619,3.092869
4364,0,0,0,0,0,0,4,1,0,0,2,0,0,1,2,6,0,4,0,0,0,2,1,2,12,0,0,4,0,7,1,5,0,0,0,0,3,6,2,4,8,0,0,16,0,0,0,22,0,1,2,0,0,0,0,3,6,16,0,1,1,31,2,2,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,4,1,0,1,0,0,0,0,105,8,1,0,4,0,1,4071.24,50.635946,3.011551
4365,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,6,0,2,0,0,0,0,1,1,2,0,0,2,0,3,1,3,0,1,3,2,4,4,8,2,3,0,0,11,0,0,0,2,0,2,0,14,2,0,1,5,2,14,0,1,2,36,2,1,0,0,0,0,3,0,1,0,0,0,0,1,2,1,0,0,0,3,1,0,2,0,0,0,0,78,4,1,1,3,0,0,3440.69,50.610778,3.041626
4366,1,1,0,2,0,0,13,2,2,4,5,3,5,6,8,24,0,15,1,4,1,8,6,3,48,1,2,10,7,17,3,21,4,2,4,2,2,4,15,127,55,0,1,109,1,7,11,150,0,22,9,1,7,19,5,4,5,13,2,1,6,50,6,5,1,0,1,13,24,3,1,1,0,1,1,3,5,0,5,4,1,7,7,2,9,1,0,1,0,357,33,10,5,10,0,0,3483.3,50.625265,3.058285
4367,1,0,0,1,0,0,10,3,0,4,4,2,2,4,6,24,0,15,3,3,1,7,5,4,34,2,2,10,5,15,3,15,5,2,1,4,2,5,13,68,41,0,0,62,0,1,7,94,0,14,3,3,2,9,1,2,4,21,1,2,7,54,5,4,1,0,1,6,20,2,2,0,0,1,1,2,6,1,4,4,0,11,3,2,5,1,0,1,0,260,23,9,4,8,0,0,6388.7,50.622651,3.050484
4368,0,0,1,0,0,0,3,1,0,0,2,1,1,0,1,8,0,2,2,0,0,1,3,1,5,2,0,3,0,7,1,6,0,3,2,1,2,4,9,8,18,0,0,14,0,0,2,23,0,3,1,4,0,2,1,4,5,27,0,0,3,35,6,2,1,0,0,0,2,0,1,0,0,0,0,1,3,1,0,0,0,9,1,0,1,0,0,0,0,130,12,2,0,7,0,1,3459.21,50.621093,3.036782
4369,0,0,0,1,0,0,0,4,0,0,7,3,1,3,0,12,0,7,1,0,0,0,1,0,11,2,1,0,0,9,0,4,0,3,2,2,2,5,0,14,14,0,0,10,0,0,2,17,0,1,4,0,1,0,0,1,7,6,1,1,1,28,3,3,1,0,1,1,4,2,0,0,0,0,0,1,1,0,0,0,1,11,0,0,0,0,0,0,0,171,8,1,0,1,0,2,3663.72,50.632418,3.100755
4370,0,0,0,0,0,1,0,3,0,0,6,1,0,1,0,9,0,6,1,0,0,0,2,0,14,1,0,1,0,8,0,5,0,3,0,2,2,3,0,8,13,0,0,8,0,0,3,11,0,1,3,0,1,0,0,0,8,9,0,1,1,25,6,4,1,0,1,1,3,2,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,0,0,0,0,138,7,1,0,2,0,0,3298.68,50.62737,3.104624
4371,0,1,0,1,0,0,9,0,0,1,2,2,0,5,8,18,0,8,0,2,1,8,8,2,25,0,1,8,3,8,1,14,2,4,1,3,2,5,28,96,31,0,1,67,0,4,7,106,1,23,4,0,4,31,7,4,8,8,0,1,2,35,1,3,0,0,2,8,24,0,1,0,0,0,0,4,7,0,2,3,0,3,3,1,4,0,0,1,0,225,22,6,5,4,0,1,4599.6,50.635426,3.046475
4372,0,0,0,1,0,0,1,1,0,1,2,2,1,3,0,10,0,2,1,0,0,0,1,0,8,1,0,0,0,6,0,6,1,4,0,2,1,3,22,22,8,0,0,24,0,0,2,29,1,13,4,1,2,5,2,2,6,11,0,1,3,36,3,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,168,16,0,2,3,0,0,3733.78,50.633886,3.039193
4373,1,1,0,0,2,0,19,1,1,1,1,1,5,1,8,25,0,4,0,3,13,17,7,1,34,0,1,26,7,13,2,11,0,0,3,2,2,2,14,98,61,0,0,72,2,2,6,215,0,24,2,0,1,198,35,9,5,7,0,1,5,38,5,4,0,1,3,14,187,0,12,0,4,0,0,17,33,2,1,7,7,13,41,4,15,0,0,5,4,212,23,1,6,1,0,2,4942.8,50.643254,3.064751
4374,0,1,0,1,0,0,0,4,0,0,2,4,1,2,0,8,0,6,1,0,0,0,1,0,14,1,2,0,0,8,0,5,0,3,2,3,1,3,1,10,11,1,0,13,0,0,3,24,0,0,1,0,1,0,1,6,7,6,1,1,1,27,4,5,2,0,1,0,4,0,0,0,0,0,0,1,1,0,0,1,1,4,0,0,0,0,0,0,0,165,10,1,0,0,0,2,2761.61,50.637329,3.091616
4375,1,0,0,1,0,0,2,2,1,3,5,1,3,2,0,12,0,7,2,1,0,1,1,1,17,1,0,3,3,11,1,7,3,0,3,5,4,4,4,37,30,0,0,43,1,2,2,50,0,9,2,1,2,5,3,1,11,14,2,1,3,62,4,1,2,0,0,4,5,2,0,1,0,1,1,1,1,0,1,2,0,3,1,0,2,1,0,0,0,252,21,4,1,8,0,0,2717.24,50.619349,3.060337
4376,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,1,0,0,0,0,3,3,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,5,13,0,0,0,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,3,0,0,4,0,0,2028.58,50.630648,3.002743
4377,0,0,1,1,0,0,9,2,0,4,3,2,2,2,4,22,0,13,3,3,1,6,5,4,25,3,2,8,5,15,3,13,4,3,2,3,2,5,16,45,37,0,0,54,0,0,3,66,0,15,3,3,2,8,1,2,5,22,1,2,8,44,5,4,1,0,1,5,20,1,2,0,0,1,1,2,6,1,3,4,0,11,2,1,4,1,0,1,0,239,22,7,4,7,0,0,4241.29,50.622554,3.047467
4378,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,1,0,0,0,2,1,0,1,0,0,0,2,0,1,0,1,3,0,2,5,8,1,5,0,0,6,0,0,0,6,0,1,0,11,1,0,1,4,2,22,0,0,2,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,64,5,0,0,4,0,1,1921.05,50.616212,3.031578
4379,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,3,3,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,4,9,0,0,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,3,0,0,4,0,0,3107.03,50.629746,3.002458
4380,0,1,0,0,0,0,26,0,3,2,1,2,1,7,15,35,0,9,0,4,13,21,14,2,69,0,2,32,7,19,2,26,2,2,2,5,3,6,36,158,85,0,1,139,2,6,11,256,1,34,8,0,6,185,19,6,6,10,0,1,6,41,3,5,0,1,4,22,208,1,12,0,3,0,0,20,37,0,6,6,8,12,46,4,16,0,0,6,3,333,35,10,12,3,0,1,4107.09,50.634975,3.05433
4381,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,5,0,1,1,0,0,0,1,0,7,2,0,1,0,4,0,2,0,0,0,0,2,1,0,1,7,0,0,10,0,0,0,2,0,1,4,0,1,0,0,0,2,8,0,0,1,22,2,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,60,4,1,0,0,0,0,3111.98,50.620122,3.101488
4382,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,3,1,1,0,0,1,0,1,0,6,0,0,3,0,3,0,2,0,4,1,4,0,1,2,4,1,0,0,6,0,0,0,16,0,1,4,0,1,0,2,0,4,10,1,0,1,16,2,1,0,0,0,0,9,0,3,0,0,0,0,0,4,1,0,0,0,4,0,0,2,0,1,0,0,14,0,0,0,3,0,2,2458.43,50.650147,2.988658
4383,0,0,0,0,0,1,1,0,0,0,6,2,0,2,0,5,0,2,0,0,0,0,1,0,4,1,0,1,0,3,0,2,0,3,0,0,3,3,0,6,5,0,0,5,0,0,2,6,0,1,2,0,1,0,0,0,6,8,0,0,1,20,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,84,5,1,0,4,0,0,1924.68,50.627164,3.113951
4384,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,2,1,0,0,0,5,1,0,0,0,9,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,3,0,0,0,0,1,5413.87,50.651863,3.083892
4385,0,1,0,0,3,4,26,2,3,2,2,2,5,4,8,32,0,5,0,3,13,17,9,1,59,0,1,31,7,17,1,19,0,3,5,5,2,2,32,116,78,1,0,117,2,4,6,271,0,31,15,0,4,206,46,9,8,6,0,3,5,46,8,6,0,1,2,23,202,1,13,0,4,0,0,19,35,2,3,6,8,15,46,4,21,1,0,5,3,336,34,7,10,2,0,0,2465.61,50.636585,3.06794
4386,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,8,0,3,0,0,0,0,1,1,2,0,0,2,0,4,1,3,1,1,2,3,5,5,3,2,5,0,0,14,0,0,1,5,0,3,0,10,2,0,1,6,5,23,0,1,2,42,3,1,0,0,0,0,3,0,1,0,0,0,0,1,2,1,0,0,0,3,1,0,2,0,0,0,0,89,6,1,1,3,1,0,3066.53,50.610995,3.046212
4387,0,1,0,1,0,0,0,4,0,0,2,4,1,2,0,8,0,6,1,0,0,0,1,0,13,2,2,0,0,9,0,4,0,3,1,3,1,3,1,11,12,0,0,12,0,0,3,20,0,0,1,0,0,0,1,2,5,5,1,1,1,22,4,5,2,0,1,0,4,0,0,0,0,0,0,1,1,0,0,1,1,5,0,0,0,0,0,0,0,158,7,1,0,0,0,2,2638.22,50.63669,3.0963
4388,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1,0,0,0,2,1,0,1,0,0,0,2,0,1,0,1,3,0,2,3,8,0,5,0,0,5,0,0,0,5,0,0,0,12,1,0,1,3,2,15,0,0,2,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,52,3,0,0,3,0,0,2121.96,50.614884,3.029656
4389,0,0,0,1,0,0,11,1,0,2,5,2,2,5,7,23,0,13,3,3,1,7,6,4,33,2,2,9,5,17,3,21,4,5,0,4,2,6,23,105,38,0,1,82,0,5,9,114,0,15,3,3,5,12,4,6,5,22,1,1,7,45,5,6,1,0,1,8,19,0,1,0,0,0,1,1,4,0,4,4,0,10,3,2,5,0,0,1,0,296,27,9,4,6,0,1,4801.52,50.627279,3.046398
4390,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,1,0,6,0,0,4,0,3,0,3,0,3,0,0,0,2,1,4,1,0,0,5,0,0,0,11,0,0,2,0,0,0,2,1,5,4,0,0,1,19,3,0,0,0,0,0,9,0,3,0,0,0,0,0,4,2,0,0,0,6,0,0,2,0,0,0,0,1,0,0,0,0,0,1,3706.33,50.645111,2.975723
4391,0,0,0,0,0,0,4,1,0,0,3,1,1,2,2,7,0,4,0,0,0,1,0,1,13,0,0,3,0,7,1,3,0,0,2,0,2,5,4,6,8,0,0,17,0,0,0,29,0,3,5,1,1,0,0,3,8,11,0,1,2,27,2,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,129,8,1,0,3,0,1,3905.29,50.636583,3.02257
4392,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,2,1,1,0,0,0,0,1,0,6,0,0,3,0,3,0,2,0,4,0,0,1,2,1,4,1,0,0,5,0,0,0,15,0,1,2,0,1,0,2,1,5,10,0,0,1,21,3,1,0,0,0,0,9,0,3,0,0,0,0,0,4,1,0,0,0,6,0,0,2,0,0,0,0,3,0,0,0,1,0,2,1766.46,50.645541,2.979715
4393,0,0,0,1,0,0,2,1,0,2,3,3,2,2,4,16,0,11,2,3,1,5,3,4,11,2,2,4,3,10,3,9,1,4,2,3,2,6,19,31,24,0,0,35,0,0,2,43,0,12,3,2,1,5,2,2,4,28,0,1,5,40,4,4,1,0,0,2,7,0,1,0,0,0,0,0,1,0,1,2,0,9,1,1,3,0,0,1,0,178,19,4,3,6,0,1,4194.83,50.62572,3.038278
4394,0,0,0,0,0,1,1,3,0,0,7,2,0,1,0,7,0,4,1,0,0,0,1,0,7,1,0,1,0,6,0,4,0,3,0,0,2,3,0,7,9,0,0,6,0,0,2,7,0,1,3,0,1,0,0,0,8,10,0,0,1,20,6,3,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,117,5,1,0,4,0,0,2812.54,50.626999,3.107976
4395,1,0,0,1,0,0,0,2,2,0,4,0,2,2,0,7,0,5,0,0,0,0,0,0,4,0,0,0,2,5,0,4,0,0,2,3,2,3,5,17,8,0,0,33,1,2,2,26,0,6,3,1,2,1,2,0,9,16,0,0,2,39,5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,159,12,2,0,5,0,0,2573.06,50.619196,3.075301
4396,1,0,0,1,0,0,1,2,1,3,5,2,3,2,2,13,0,7,2,1,0,1,1,1,16,1,0,1,3,11,1,8,3,0,3,5,4,4,4,42,28,0,0,43,1,2,2,52,0,10,2,1,2,5,3,1,13,15,2,1,3,63,5,3,3,0,0,5,4,2,0,1,0,1,1,0,1,0,1,2,0,3,1,0,3,1,0,0,0,262,21,3,1,8,0,0,3719.23,50.619851,3.060724
4397,0,0,0,1,0,0,2,2,0,1,4,4,3,3,4,16,0,10,2,3,1,5,3,3,11,2,2,4,3,11,3,9,1,4,3,2,1,6,21,34,21,0,0,35,0,0,2,45,0,13,3,2,2,5,2,3,5,21,0,1,5,46,4,5,0,0,0,2,6,0,1,0,0,0,0,0,1,0,1,2,0,9,1,1,1,0,0,1,0,192,19,4,2,5,0,1,4532.74,50.627995,3.037653
4398,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,4,0,3,1,0,0,0,0,1,3,0,0,1,0,4,0,1,1,1,2,3,3,3,2,6,9,0,0,20,0,0,1,10,0,4,1,1,0,1,1,0,8,11,0,0,0,27,4,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,95,6,1,0,3,0,0,2651.38,50.612317,3.068927
4399,0,0,0,0,0,0,0,2,0,0,2,0,1,1,0,8,0,1,1,0,0,0,0,0,5,2,0,0,0,6,0,2,0,2,2,2,3,2,0,1,9,0,0,10,0,0,0,1,0,0,5,0,1,0,2,0,2,7,0,0,1,31,2,3,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,83,7,1,0,1,0,1,2647.4,50.622463,3.093129
4400,0,0,0,0,0,0,2,2,0,0,3,0,0,0,2,6,0,4,0,0,0,1,0,1,11,0,0,3,0,6,1,4,0,0,2,0,3,5,2,3,7,0,0,13,0,0,0,21,0,2,2,0,0,0,0,3,9,15,0,1,2,33,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,115,7,1,0,4,0,1,3061.34,50.632464,3.012971
4401,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,4,0,0,1,0,4,0,2,0,0,0,0,3,3,1,2,3,0,0,3,0,0,0,3,0,1,0,0,0,0,0,0,5,14,0,1,1,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,49,4,0,0,4,0,0,2315.88,50.632901,3.005655
4402,0,1,0,1,0,0,0,3,0,0,2,4,1,2,0,10,0,6,1,0,0,0,1,0,12,2,2,0,0,10,0,4,0,3,2,3,2,4,1,10,13,0,0,12,0,0,3,18,0,0,3,0,0,0,1,2,4,4,1,1,0,23,3,4,2,0,1,0,4,2,0,0,0,0,0,1,1,0,0,1,1,8,0,0,0,0,0,0,0,154,9,1,0,0,0,2,3417.76,50.633199,3.094331
4403,0,0,0,0,0,0,3,0,0,0,2,0,0,1,1,5,0,3,1,0,0,2,1,1,17,0,0,4,0,6,1,3,1,0,0,0,2,3,0,5,2,0,0,12,0,0,0,12,0,2,3,0,0,0,1,1,1,9,0,1,1,12,3,0,1,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,4,2,0,2,0,0,0,0,37,4,0,0,0,0,1,2091.94,50.643433,3.015021
